Episode,AvgReward,P1_WinRate,P1_Annihil,P1_Attrit,P2_Annihil,P2_Attrit,DrawRate,AvgSteps,Timestamp
55200,437.95,0.56,0.47,0.09,0.19,0.09,0.16,456.8,2025-12-04T15:28:48.990676
55300,594.26,0.69,0.56,0.13,0.20,0.06,0.05,432.7,2025-12-04T15:30:31.248077
55400,338.00,0.52,0.37,0.15,0.21,0.10,0.17,470.1,2025-12-04T15:32:20.595783
55500,523.91,0.63,0.50,0.13,0.21,0.10,0.06,431.1,2025-12-04T15:34:03.731607
55600,414.55,0.63,0.46,0.17,0.19,0.10,0.08,454.4,2025-12-04T15:36:57.476715
55700,446.44,0.47,0.35,0.12,0.30,0.14,0.09,443.4,2025-12-04T15:38:41.970261
55800,541.82,0.60,0.49,0.11,0.22,0.07,0.11,424.4,2025-12-04T15:40:22.376081
55900,471.14,0.58,0.45,0.13,0.23,0.11,0.08,450.0,2025-12-04T15:42:08.418142
56000,506.56,0.57,0.44,0.13,0.26,0.04,0.13,438.5,2025-12-04T15:43:51.352202
56100,382.89,0.56,0.37,0.19,0.26,0.06,0.12,475.7,2025-12-04T15:47:01.488401
56200,407.12,0.58,0.40,0.18,0.24,0.10,0.08,458.2,2025-12-04T15:48:47.940492
56300,507.05,0.57,0.46,0.11,0.25,0.06,0.12,445.2,2025-12-04T15:50:31.536200
56400,435.99,0.55,0.42,0.13,0.26,0.07,0.12,461.9,2025-12-04T15:52:18.854183
56500,534.57,0.54,0.42,0.12,0.31,0.06,0.09,445.0,2025-12-04T15:54:04.030234
56600,417.16,0.58,0.41,0.17,0.24,0.13,0.05,461.3,2025-12-04T15:57:28.531286
56700,511.63,0.55,0.46,0.09,0.25,0.10,0.10,450.0,2025-12-04T15:59:18.539024
56800,460.59,0.57,0.41,0.16,0.26,0.12,0.05,451.5,2025-12-04T16:01:05.725623
56900,403.14,0.56,0.42,0.14,0.21,0.10,0.13,453.0,2025-12-04T16:02:52.659162
57000,463.70,0.55,0.42,0.13,0.27,0.08,0.10,454.6,2025-12-04T16:04:39.987666
57100,451.40,0.61,0.45,0.16,0.22,0.02,0.15,435.6,2025-12-04T16:07:39.947507
57200,440.80,0.60,0.46,0.14,0.18,0.14,0.08,442.3,2025-12-04T16:09:24.156335
57300,331.46,0.47,0.33,0.14,0.26,0.11,0.16,474.9,2025-12-04T16:11:16.435989
57400,392.12,0.61,0.47,0.14,0.15,0.16,0.08,457.8,2025-12-04T16:13:03.807864
57500,479.44,0.59,0.47,0.12,0.21,0.08,0.12,437.7,2025-12-04T16:14:47.286531
57600,326.61,0.54,0.41,0.13,0.18,0.17,0.11,461.5,2025-12-04T16:18:16.838496
57700,302.40,0.56,0.34,0.22,0.23,0.08,0.13,467.6,2025-12-04T16:20:07.994575
57800,444.96,0.49,0.36,0.13,0.29,0.11,0.11,444.1,2025-12-04T16:21:53.494935
57900,498.87,0.56,0.44,0.12,0.27,0.10,0.07,446.6,2025-12-04T16:23:39.016784
58000,344.34,0.64,0.44,0.20,0.18,0.12,0.06,476.3,2025-12-04T16:25:29.521487
58100,316.97,0.63,0.40,0.23,0.20,0.10,0.07,475.0,2025-12-04T16:28:58.317611
58200,331.43,0.62,0.47,0.15,0.12,0.10,0.16,458.9,2025-12-04T16:30:46.597661
58300,375.83,0.52,0.37,0.15,0.25,0.11,0.12,455.2,2025-12-04T16:32:32.814009
58400,386.93,0.56,0.44,0.12,0.20,0.12,0.12,463.1,2025-12-04T16:34:20.193295
58500,389.06,0.48,0.38,0.10,0.26,0.12,0.14,455.4,2025-12-04T16:36:06.577918
58600,393.07,0.56,0.40,0.16,0.23,0.09,0.12,459.6,2025-12-04T16:39:34.214893
58700,347.73,0.62,0.44,0.18,0.17,0.06,0.15,475.2,2025-12-04T16:41:24.286839
58800,340.76,0.60,0.41,0.19,0.19,0.07,0.14,456.2,2025-12-04T16:43:09.802201
58900,350.05,0.53,0.40,0.13,0.21,0.11,0.15,468.5,2025-12-04T16:44:58.181311
59000,474.06,0.62,0.48,0.14,0.21,0.08,0.09,448.9,2025-12-04T16:46:42.862854
59100,433.35,0.58,0.44,0.14,0.23,0.11,0.08,442.0,2025-12-04T16:50:08.627783
59200,458.51,0.63,0.48,0.15,0.21,0.12,0.04,453.0,2025-12-04T16:51:55.254148
59300,469.07,0.55,0.44,0.11,0.25,0.10,0.10,449.4,2025-12-04T16:53:39.461133
59400,278.18,0.46,0.29,0.17,0.28,0.12,0.14,475.2,2025-12-04T16:55:30.046887
59500,449.94,0.51,0.40,0.11,0.26,0.10,0.13,442.4,2025-12-04T16:57:14.476229
59600,370.93,0.62,0.40,0.22,0.23,0.08,0.07,469.4,2025-12-04T17:00:26.800122
59700,265.92,0.62,0.40,0.22,0.17,0.06,0.15,486.3,2025-12-04T17:02:20.266603
59800,357.52,0.66,0.53,0.13,0.09,0.10,0.15,460.7,2025-12-04T17:04:15.022806
59900,237.96,0.53,0.33,0.20,0.22,0.11,0.14,482.4,2025-12-04T17:06:14.191543
60000,406.61,0.67,0.49,0.18,0.18,0.04,0.11,463.6,2025-12-04T17:08:08.058816
60100,384.89,0.56,0.39,0.17,0.24,0.07,0.13,450.1,2025-12-04T17:11:32.868770
60200,438.79,0.60,0.49,0.11,0.20,0.05,0.15,457.3,2025-12-04T17:13:23.624424
60300,452.88,0.64,0.49,0.15,0.20,0.11,0.05,449.8,2025-12-04T17:15:11.127246
60400,402.92,0.65,0.43,0.22,0.21,0.06,0.08,451.3,2025-12-04T17:17:00.506505
60500,380.83,0.65,0.52,0.13,0.12,0.14,0.09,456.8,2025-12-04T17:18:49.254461
60600,472.30,0.61,0.50,0.11,0.19,0.09,0.11,449.8,2025-12-04T17:22:15.248941
60700,561.53,0.59,0.48,0.11,0.26,0.05,0.10,436.4,2025-12-04T17:23:57.681212
60800,413.80,0.61,0.48,0.13,0.16,0.10,0.13,450.1,2025-12-04T17:25:43.498373
60900,330.00,0.60,0.47,0.13,0.13,0.15,0.12,463.7,2025-12-04T17:27:32.946711
61000,406.03,0.64,0.47,0.17,0.20,0.08,0.08,471.1,2025-12-04T17:29:22.517322
61100,557.30,0.70,0.58,0.12,0.15,0.06,0.09,425.6,2025-12-04T17:32:29.338821
61200,418.91,0.64,0.46,0.18,0.20,0.05,0.11,467.5,2025-12-04T17:34:18.483811
61300,330.46,0.58,0.43,0.15,0.17,0.13,0.12,467.5,2025-12-04T17:36:06.793327
61400,308.43,0.58,0.44,0.14,0.14,0.12,0.16,469.9,2025-12-04T17:37:55.472790
61500,378.03,0.57,0.44,0.13,0.20,0.10,0.13,454.0,2025-12-04T17:39:42.179890
61600,428.25,0.59,0.47,0.12,0.19,0.13,0.09,454.0,2025-12-04T17:42:58.787876
61700,401.91,0.62,0.45,0.17,0.18,0.08,0.12,459.1,2025-12-04T17:44:45.352876
61800,467.54,0.66,0.51,0.15,0.17,0.11,0.06,449.4,2025-12-04T17:46:30.868011
61900,373.00,0.67,0.45,0.22,0.18,0.09,0.06,466.9,2025-12-04T17:48:21.225401
62000,512.58,0.60,0.45,0.15,0.25,0.08,0.07,436.3,2025-12-04T17:50:05.316289
62100,544.66,0.67,0.54,0.13,0.19,0.05,0.09,430.5,2025-12-04T17:52:55.800535
62200,427.35,0.52,0.43,0.09,0.22,0.13,0.13,445.3,2025-12-04T17:54:40.195081
62300,367.62,0.54,0.42,0.12,0.21,0.15,0.10,467.9,2025-12-04T17:56:28.560688
62400,394.47,0.62,0.45,0.17,0.18,0.12,0.08,447.1,2025-12-04T17:58:13.204565
62500,566.87,0.61,0.51,0.10,0.22,0.08,0.09,414.4,2025-12-04T17:59:50.722849
62600,454.28,0.62,0.50,0.12,0.18,0.08,0.12,459.7,2025-12-04T18:02:54.624215
62700,409.56,0.57,0.49,0.08,0.16,0.11,0.16,460.0,2025-12-04T18:04:41.753139
62800,476.30,0.59,0.47,0.12,0.22,0.13,0.06,451.0,2025-12-04T18:06:27.597052
62900,412.97,0.64,0.46,0.18,0.19,0.11,0.06,455.9,2025-12-04T18:08:14.605847
63000,569.36,0.58,0.48,0.10,0.25,0.10,0.07,422.2,2025-12-04T18:09:53.979079
63100,456.32,0.63,0.49,0.14,0.18,0.09,0.10,445.4,2025-12-04T18:12:52.427959
63200,481.84,0.65,0.52,0.13,0.17,0.08,0.10,444.0,2025-12-04T18:14:37.814028
63300,563.69,0.57,0.50,0.07,0.24,0.09,0.10,428.9,2025-12-04T18:16:19.300555
63400,550.34,0.56,0.47,0.09,0.27,0.06,0.11,425.0,2025-12-04T18:17:59.263017
63500,518.88,0.67,0.57,0.10,0.15,0.07,0.11,438.3,2025-12-04T18:19:42.306567
63600,521.58,0.70,0.57,0.13,0.14,0.07,0.09,424.1,2025-12-04T18:22:29.178759
63700,485.01,0.63,0.50,0.13,0.19,0.07,0.11,440.4,2025-12-04T18:24:12.185774
63800,468.42,0.61,0.45,0.16,0.24,0.09,0.06,440.9,2025-12-04T18:25:55.990756
63900,403.78,0.60,0.42,0.18,0.22,0.10,0.08,463.4,2025-12-04T18:27:43.925776
64000,573.89,0.62,0.50,0.12,0.25,0.06,0.07,424.4,2025-12-04T18:29:24.098851
64100,477.77,0.59,0.48,0.11,0.20,0.06,0.15,436.9,2025-12-04T18:32:19.235208
64200,474.35,0.56,0.43,0.13,0.27,0.08,0.09,456.8,2025-12-04T18:34:06.810026
64300,471.68,0.65,0.51,0.14,0.19,0.06,0.10,457.1,2025-12-04T18:35:52.770135
64400,315.77,0.58,0.40,0.18,0.19,0.11,0.12,478.9,2025-12-04T18:37:44.690833
64500,368.93,0.60,0.44,0.16,0.17,0.13,0.10,465.8,2025-12-04T18:39:33.157113
64600,485.40,0.63,0.50,0.13,0.20,0.06,0.11,444.1,2025-12-04T18:42:38.398776
64700,464.96,0.52,0.41,0.11,0.26,0.07,0.15,451.3,2025-12-04T18:44:24.335493
64800,584.94,0.62,0.54,0.08,0.21,0.08,0.09,419.2,2025-12-04T18:46:03.745645
64900,538.13,0.55,0.49,0.06,0.23,0.11,0.11,434.2,2025-12-04T18:47:46.592267
65000,499.87,0.56,0.47,0.09,0.26,0.09,0.09,445.9,2025-12-04T18:49:31.745361
65100,515.39,0.67,0.51,0.16,0.19,0.04,0.10,427.2,2025-12-04T18:52:49.998663
65200,515.01,0.56,0.46,0.10,0.25,0.12,0.07,444.0,2025-12-04T18:54:35.364524
65300,362.65,0.63,0.43,0.20,0.18,0.10,0.09,468.5,2025-12-04T18:56:25.981404
65400,401.94,0.70,0.50,0.20,0.14,0.04,0.12,449.1,2025-12-04T18:58:11.577958
65500,595.94,0.68,0.58,0.10,0.18,0.05,0.09,415.7,2025-12-04T18:59:51.631382
65600,501.97,0.62,0.52,0.10,0.18,0.11,0.09,433.9,2025-12-04T19:03:03.625371
65700,499.14,0.63,0.50,0.13,0.21,0.05,0.11,450.7,2025-12-04T19:04:49.917193
65800,522.89,0.66,0.50,0.16,0.22,0.05,0.07,438.0,2025-12-04T19:06:33.213789
65900,593.71,0.59,0.48,0.11,0.26,0.02,0.13,411.7,2025-12-04T19:08:12.308174
66000,557.07,0.51,0.43,0.08,0.30,0.10,0.09,434.8,2025-12-04T19:09:54.833758
66100,362.83,0.58,0.39,0.19,0.21,0.09,0.12,464.3,2025-12-04T19:13:25.504568
66200,504.71,0.56,0.46,0.10,0.27,0.07,0.10,462.4,2025-12-04T19:15:14.387348
66300,587.24,0.57,0.48,0.09,0.29,0.06,0.08,438.6,2025-12-04T19:16:57.873630
66400,322.97,0.55,0.42,0.13,0.15,0.08,0.22,463.4,2025-12-04T19:18:45.480448
66500,429.73,0.58,0.46,0.12,0.18,0.11,0.13,447.7,2025-12-04T19:20:31.816006
66600,432.68,0.59,0.47,0.12,0.19,0.08,0.14,444.5,2025-12-04T19:24:00.259851
66700,530.95,0.63,0.52,0.11,0.18,0.10,0.09,423.0,2025-12-04T19:25:39.293722
66800,475.20,0.64,0.50,0.14,0.20,0.07,0.09,451.3,2025-12-04T19:27:26.200168
66900,570.17,0.59,0.48,0.11,0.26,0.09,0.06,427.3,2025-12-04T19:29:07.540573
67000,598.57,0.59,0.47,0.12,0.30,0.05,0.06,432.5,2025-12-04T19:30:49.663889
67100,473.07,0.55,0.46,0.09,0.22,0.08,0.15,450.7,2025-12-04T19:34:04.314324
67200,344.33,0.57,0.41,0.16,0.20,0.09,0.14,475.9,2025-12-04T19:35:55.832523
67300,484.04,0.56,0.45,0.11,0.25,0.11,0.08,463.4,2025-12-04T19:37:43.775814
67400,297.16,0.46,0.31,0.15,0.25,0.14,0.15,464.2,2025-12-04T19:39:32.383878
67500,463.42,0.58,0.40,0.18,0.29,0.06,0.07,448.4,2025-12-04T19:41:18.863779
67600,416.44,0.54,0.41,0.13,0.23,0.10,0.13,462.8,2025-12-04T19:44:03.648802
67700,373.33,0.55,0.42,0.13,0.19,0.09,0.17,460.8,2025-12-04T19:45:51.301374
67800,452.35,0.47,0.38,0.09,0.27,0.13,0.13,442.3,2025-12-04T19:47:35.269948
67900,513.73,0.50,0.37,0.13,0.33,0.07,0.10,431.5,2025-12-04T19:49:17.708025
68000,423.65,0.53,0.43,0.10,0.23,0.14,0.10,458.8,2025-12-04T19:51:06.556369
68100,439.24,0.47,0.40,0.07,0.27,0.14,0.12,456.8,2025-12-04T19:54:34.014697
68200,430.71,0.56,0.43,0.13,0.23,0.08,0.13,452.1,2025-12-04T19:56:19.463959
68300,443.17,0.58,0.43,0.15,0.23,0.10,0.09,451.6,2025-12-04T19:58:05.480401
68400,378.01,0.55,0.41,0.14,0.21,0.06,0.18,450.8,2025-12-04T19:59:50.591964
68500,411.88,0.58,0.43,0.15,0.20,0.09,0.13,458.6,2025-12-04T20:01:37.602688
68600,369.50,0.53,0.40,0.13,0.24,0.07,0.16,477.6,2025-12-04T20:04:47.769179
68700,462.91,0.48,0.39,0.09,0.29,0.07,0.16,450.7,2025-12-04T20:06:33.642063
68800,614.91,0.53,0.46,0.07,0.32,0.07,0.08,424.2,2025-12-04T20:08:14.322552
68900,536.18,0.62,0.53,0.09,0.20,0.07,0.11,429.6,2025-12-04T20:09:56.547760
69000,529.83,0.51,0.43,0.08,0.29,0.09,0.11,438.9,2025-12-04T20:11:41.067687
69100,327.12,0.51,0.36,0.15,0.23,0.15,0.11,462.3,2025-12-04T20:14:46.074855
69200,568.17,0.65,0.52,0.13,0.21,0.07,0.07,421.3,2025-12-04T20:16:26.782914
69300,382.07,0.54,0.41,0.13,0.23,0.15,0.08,474.7,2025-12-04T20:18:15.937949
69400,556.08,0.60,0.47,0.13,0.27,0.04,0.09,429.7,2025-12-04T20:19:57.831265
69500,541.43,0.54,0.44,0.10,0.27,0.10,0.09,425.2,2025-12-04T20:21:38.421598
69600,423.37,0.52,0.36,0.16,0.29,0.11,0.08,456.5,2025-12-04T20:25:06.675509
69700,453.19,0.51,0.38,0.13,0.26,0.11,0.12,430.0,2025-12-04T20:26:47.883744
69800,484.28,0.61,0.46,0.15,0.23,0.06,0.10,437.8,2025-12-04T20:28:31.140875
69900,501.67,0.64,0.46,0.18,0.23,0.07,0.06,436.8,2025-12-04T20:30:15.019793
70000,499.51,0.63,0.50,0.13,0.22,0.07,0.08,452.1,2025-12-04T20:32:01.285592
70100,418.48,0.50,0.39,0.11,0.27,0.06,0.17,459.5,2025-12-04T20:35:28.367471
70200,442.21,0.58,0.45,0.13,0.24,0.05,0.13,464.2,2025-12-04T20:37:15.647041
70300,515.88,0.71,0.58,0.13,0.12,0.08,0.09,418.0,2025-12-04T20:38:54.032467
70400,358.37,0.63,0.43,0.20,0.20,0.13,0.04,470.8,2025-12-04T20:40:43.750185
70500,472.99,0.56,0.43,0.13,0.26,0.07,0.11,440.9,2025-12-04T20:42:27.679900
70600,413.11,0.60,0.44,0.16,0.20,0.10,0.10,450.1,2025-12-04T20:45:53.970916
70700,516.77,0.63,0.50,0.13,0.21,0.06,0.10,436.4,2025-12-04T20:47:36.886743
70800,338.57,0.56,0.42,0.14,0.19,0.13,0.12,471.4,2025-12-04T20:49:25.693830
70900,422.05,0.69,0.52,0.17,0.12,0.13,0.06,439.3,2025-12-04T20:51:08.829565
71000,523.62,0.66,0.51,0.15,0.19,0.05,0.10,434.1,2025-12-04T20:52:51.143103
71100,454.42,0.66,0.50,0.16,0.15,0.10,0.09,421.9,2025-12-04T20:56:02.752653
71200,568.12,0.57,0.48,0.09,0.27,0.09,0.07,421.2,2025-12-04T20:57:42.794596
71300,413.99,0.55,0.44,0.11,0.21,0.11,0.13,453.9,2025-12-04T20:59:29.733935
71400,430.42,0.65,0.45,0.20,0.20,0.08,0.07,443.6,2025-12-04T21:01:13.714836
71500,446.94,0.67,0.50,0.17,0.18,0.07,0.08,448.6,2025-12-04T21:03:05.339980
71600,424.26,0.56,0.45,0.11,0.21,0.15,0.08,453.0,2025-12-04T21:06:28.774400
71700,354.71,0.64,0.49,0.15,0.13,0.08,0.15,460.6,2025-12-04T21:08:17.167634
71800,489.28,0.61,0.47,0.14,0.22,0.05,0.12,441.7,2025-12-04T21:10:03.990463
71900,383.28,0.60,0.42,0.18,0.24,0.04,0.12,482.3,2025-12-04T21:11:57.061575
72000,463.44,0.61,0.51,0.10,0.19,0.11,0.09,456.2,2025-12-04T21:13:44.469708
72100,383.81,0.49,0.37,0.12,0.24,0.12,0.15,448.6,2025-12-04T21:16:31.241843
72200,390.09,0.62,0.46,0.16,0.19,0.05,0.14,468.9,2025-12-04T21:18:21.033775
72300,531.95,0.57,0.49,0.08,0.23,0.08,0.12,417.2,2025-12-04T21:19:59.754645
72400,507.65,0.59,0.47,0.12,0.23,0.07,0.11,437.0,2025-12-04T21:21:42.608940
72500,543.39,0.58,0.44,0.14,0.29,0.09,0.04,428.9,2025-12-04T21:23:24.814055
72600,534.25,0.63,0.48,0.15,0.23,0.05,0.09,433.3,2025-12-04T21:26:19.364072
72700,511.99,0.63,0.43,0.20,0.27,0.07,0.03,424.8,2025-12-04T21:27:59.255639
72800,399.50,0.57,0.38,0.19,0.25,0.06,0.12,450.8,2025-12-04T21:29:44.058291
72900,483.99,0.49,0.40,0.09,0.30,0.08,0.13,446.2,2025-12-04T21:31:29.194959
73000,664.55,0.65,0.57,0.08,0.24,0.04,0.07,417.8,2025-12-04T21:33:08.832447
73100,311.19,0.53,0.39,0.14,0.18,0.11,0.18,470.5,2025-12-04T21:36:06.393275
73200,444.20,0.64,0.45,0.19,0.21,0.07,0.08,448.6,2025-12-04T21:37:51.161431
73300,499.93,0.63,0.50,0.13,0.22,0.06,0.09,452.9,2025-12-04T21:39:37.701439
73400,402.31,0.60,0.42,0.18,0.23,0.07,0.10,471.9,2025-12-04T21:41:28.837986
73500,489.44,0.56,0.47,0.09,0.21,0.11,0.12,441.7,2025-12-04T21:43:12.630820
73600,394.67,0.58,0.40,0.18,0.24,0.06,0.12,468.7,2025-12-04T21:46:43.328752
73700,466.54,0.58,0.44,0.14,0.24,0.07,0.11,448.7,2025-12-04T21:48:29.809500
73800,488.79,0.60,0.48,0.12,0.21,0.05,0.14,432.8,2025-12-04T21:50:12.197689
73900,497.00,0.53,0.43,0.10,0.29,0.09,0.09,447.4,2025-12-04T21:51:57.240555
74000,494.66,0.64,0.48,0.16,0.22,0.08,0.06,436.2,2025-12-04T21:53:39.673558
74100,535.55,0.63,0.55,0.08,0.18,0.08,0.11,437.4,2025-12-04T21:57:04.178485
74200,442.11,0.63,0.49,0.14,0.17,0.09,0.11,441.0,2025-12-04T21:58:48.511225
74300,518.73,0.58,0.47,0.11,0.26,0.07,0.09,438.9,2025-12-04T22:00:31.963346
74400,427.80,0.58,0.45,0.13,0.20,0.11,0.11,448.2,2025-12-04T22:02:17.120460
74500,531.53,0.65,0.53,0.12,0.16,0.09,0.10,414.2,2025-12-04T22:03:55.674711
74600,417.85,0.63,0.47,0.16,0.17,0.08,0.12,443.6,2025-12-04T22:06:54.758714
74700,441.01,0.63,0.49,0.14,0.18,0.09,0.10,448.0,2025-12-04T22:08:39.417678
74800,459.62,0.65,0.48,0.17,0.20,0.08,0.07,434.3,2025-12-04T22:10:22.388064
74900,317.68,0.56,0.40,0.16,0.19,0.10,0.15,467.8,2025-12-04T22:12:11.918773
75000,315.21,0.59,0.39,0.20,0.17,0.12,0.12,461.3,2025-12-04T22:14:00.915464
75100,259.68,0.62,0.39,0.23,0.17,0.13,0.08,473.8,2025-12-04T22:17:32.063545
75200,243.90,0.59,0.38,0.21,0.17,0.12,0.12,486.0,2025-12-04T22:19:24.958316
75300,384.93,0.65,0.49,0.16,0.13,0.09,0.13,450.1,2025-12-04T22:21:10.740452
75400,394.24,0.64,0.49,0.15,0.16,0.09,0.11,445.4,2025-12-04T22:22:54.456531
75500,506.05,0.68,0.57,0.11,0.14,0.09,0.09,429.9,2025-12-04T22:24:36.074420
75600,415.33,0.48,0.34,0.14,0.30,0.13,0.09,449.5,2025-12-04T22:28:03.090833
75700,264.97,0.57,0.41,0.16,0.15,0.09,0.19,484.6,2025-12-04T22:29:54.965034
75800,344.65,0.61,0.43,0.18,0.18,0.09,0.12,460.9,2025-12-04T22:31:43.127681
75900,215.76,0.58,0.35,0.23,0.20,0.10,0.12,492.1,2025-12-04T22:33:38.203247
76000,394.36,0.58,0.39,0.19,0.25,0.08,0.09,460.1,2025-12-04T22:35:25.665208
76100,346.47,0.58,0.37,0.21,0.23,0.09,0.10,464.6,2025-12-04T22:38:56.240200
76200,324.21,0.58,0.43,0.15,0.15,0.16,0.11,467.8,2025-12-04T22:40:45.485437
76300,325.46,0.65,0.43,0.22,0.16,0.09,0.10,459.6,2025-12-04T22:42:33.386717
76400,364.85,0.64,0.43,0.21,0.19,0.06,0.11,461.8,2025-12-04T22:44:21.231626
76500,388.62,0.51,0.35,0.16,0.29,0.10,0.10,468.9,2025-12-04T22:46:09.686017
76600,342.90,0.54,0.40,0.14,0.21,0.11,0.14,472.6,2025-12-04T22:49:41.097206
76700,381.56,0.53,0.37,0.16,0.26,0.09,0.12,461.3,2025-12-04T22:51:29.714648
76800,436.95,0.52,0.42,0.10,0.24,0.07,0.17,445.7,2025-12-04T22:53:14.195438
76900,389.53,0.59,0.44,0.15,0.20,0.08,0.13,459.7,2025-12-04T22:55:02.515420
77000,458.66,0.59,0.44,0.15,0.22,0.12,0.07,433.9,2025-12-04T22:56:45.864929
77100,383.61,0.55,0.34,0.21,0.28,0.07,0.10,461.5,2025-12-04T23:00:13.209972
77200,507.99,0.67,0.51,0.16,0.19,0.04,0.10,429.4,2025-12-04T23:01:54.374607
77300,350.23,0.57,0.37,0.20,0.22,0.06,0.15,454.0,2025-12-04T23:03:41.441901
77400,379.70,0.54,0.39,0.15,0.23,0.10,0.13,458.2,2025-12-04T23:05:29.542109
77500,411.14,0.69,0.50,0.19,0.14,0.05,0.12,449.5,2025-12-04T23:07:14.910695
77600,362.08,0.58,0.41,0.17,0.21,0.11,0.10,462.7,2025-12-04T23:10:46.387131
77700,394.66,0.59,0.44,0.15,0.19,0.08,0.14,451.7,2025-12-04T23:12:33.444168
77800,435.77,0.56,0.40,0.16,0.26,0.08,0.10,451.2,2025-12-04T23:14:20.521230
77900,435.90,0.44,0.36,0.08,0.32,0.10,0.14,455.8,2025-12-04T23:16:07.488850
78000,406.78,0.61,0.47,0.14,0.17,0.07,0.15,445.5,2025-12-04T23:17:52.652530
78100,456.07,0.57,0.44,0.13,0.23,0.12,0.08,440.6,2025-12-04T23:21:09.417912
78200,514.77,0.54,0.44,0.10,0.26,0.07,0.13,438.4,2025-12-04T23:22:52.815565
78300,550.04,0.56,0.44,0.12,0.27,0.07,0.10,423.8,2025-12-04T23:24:33.988041
78400,436.01,0.49,0.39,0.10,0.27,0.12,0.12,458.0,2025-12-04T23:26:21.411179
78500,365.27,0.47,0.35,0.12,0.27,0.09,0.17,456.3,2025-12-04T23:28:08.494751
78600,305.41,0.57,0.37,0.20,0.20,0.14,0.09,470.3,2025-12-04T23:31:39.160451
78700,448.43,0.56,0.38,0.18,0.27,0.12,0.05,443.6,2025-12-04T23:33:23.490005
78800,530.74,0.50,0.41,0.09,0.29,0.10,0.11,424.0,2025-12-04T23:35:04.624818
78900,411.83,0.49,0.36,0.13,0.28,0.08,0.15,444.5,2025-12-04T23:36:49.402793
79000,449.46,0.55,0.41,0.14,0.26,0.07,0.12,451.7,2025-12-04T23:38:36.398632
79100,343.67,0.59,0.41,0.18,0.19,0.11,0.11,463.4,2025-12-04T23:41:40.559782
79200,360.58,0.59,0.43,0.16,0.18,0.11,0.12,459.4,2025-12-04T23:43:28.217458
79300,461.85,0.50,0.39,0.11,0.29,0.10,0.11,451.0,2025-12-04T23:45:13.490720
79400,394.50,0.44,0.35,0.09,0.27,0.16,0.13,455.3,2025-12-04T23:46:59.728864
79500,303.73,0.59,0.40,0.19,0.19,0.11,0.11,480.0,2025-12-04T23:48:50.878785
79600,397.24,0.51,0.36,0.15,0.28,0.08,0.13,456.9,2025-12-04T23:51:50.526236
79700,408.00,0.44,0.31,0.13,0.33,0.09,0.14,453.5,2025-12-04T23:53:43.174061
79800,436.91,0.53,0.41,0.12,0.25,0.11,0.11,446.1,2025-12-04T23:55:32.478729
79900,291.57,0.55,0.33,0.22,0.23,0.07,0.15,470.5,2025-12-04T23:57:21.555819
80000,429.00,0.61,0.46,0.15,0.18,0.09,0.12,444.6,2025-12-04T23:59:06.381113
80100,280.67,0.49,0.29,0.20,0.26,0.17,0.08,479.8,2025-12-05T00:02:39.800246
80200,276.08,0.58,0.34,0.24,0.21,0.09,0.12,473.4,2025-12-05T00:04:30.443365
80300,456.19,0.61,0.46,0.15,0.20,0.08,0.11,437.9,2025-12-05T00:06:13.087953
80400,339.46,0.55,0.36,0.19,0.24,0.09,0.12,466.5,2025-12-05T00:08:01.415519
80500,447.27,0.49,0.37,0.12,0.28,0.15,0.08,442.6,2025-12-05T00:09:45.922931
80600,234.76,0.62,0.36,0.26,0.18,0.08,0.12,475.6,2025-12-05T00:12:47.491922
80700,159.52,0.53,0.28,0.25,0.19,0.16,0.12,484.5,2025-12-05T00:14:39.126597
80800,338.87,0.58,0.43,0.15,0.16,0.15,0.11,458.4,2025-12-05T00:16:26.183350
80900,389.10,0.60,0.46,0.14,0.18,0.09,0.13,458.0,2025-12-05T00:18:13.987705
81000,283.55,0.53,0.31,0.22,0.23,0.06,0.18,457.4,2025-12-05T00:20:00.051106
81100,226.15,0.46,0.33,0.13,0.20,0.18,0.16,491.8,2025-12-05T00:23:21.148549
81200,438.36,0.54,0.38,0.16,0.29,0.07,0.10,457.3,2025-12-05T00:25:08.663657
81300,387.61,0.48,0.37,0.11,0.26,0.11,0.15,456.6,2025-12-05T00:26:56.842281
81400,268.70,0.51,0.31,0.20,0.25,0.11,0.13,486.5,2025-12-05T00:28:48.395589
81500,202.22,0.59,0.34,0.25,0.17,0.13,0.11,486.6,2025-12-05T00:30:41.170589
81600,457.93,0.52,0.43,0.09,0.24,0.13,0.11,450.5,2025-12-05T00:34:08.544090
81700,411.28,0.52,0.41,0.11,0.24,0.10,0.14,450.3,2025-12-05T00:35:54.706764
81800,378.04,0.48,0.30,0.18,0.32,0.10,0.10,454.2,2025-12-05T00:37:41.510358
81900,313.08,0.55,0.34,0.21,0.23,0.08,0.14,460.2,2025-12-05T00:39:28.860715
82000,334.48,0.56,0.36,0.20,0.21,0.12,0.11,451.7,2025-12-05T00:41:16.473349
82100,357.76,0.58,0.36,0.22,0.23,0.10,0.09,453.6,2025-12-05T00:43:57.233146
82200,343.05,0.56,0.38,0.18,0.22,0.08,0.14,462.1,2025-12-05T00:45:46.170569
82300,367.64,0.52,0.38,0.14,0.23,0.11,0.14,454.3,2025-12-05T00:47:32.693038
82400,330.86,0.50,0.31,0.19,0.26,0.07,0.17,453.7,2025-12-05T00:49:20.282756
